date_tdb,jd_tdb,lambda_sidereal_deg,beta_deg,distance_au,ayanamsa_deg,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2039-Nov-25 00:00:00.0000 TDB,2466117.50000,70.322358,-3.535115,172.433664,25.292832,-16.839969,171.279707,-10.632303,21.832139,43.871757,-3.591699,41.667486
2039-Nov-26 00:00:00.0000 TDB,2466118.50000,70.317312,-3.535309,172.457856,25.292849,-16.827290,171.305180,-10.634378,22.072026,44.337955,-3.591504,42.109432
2039-Nov-27 00:00:00.0000 TDB,2466119.50000,70.312209,-3.535497,172.482305,25.292869,-16.814475,171.330922,-10.636452,22.303892,44.807962,-3.591340,42.556020
2039-Nov-28 00:00:00.0000 TDB,2466120.50000,70.307048,-3.535680,172.507014,25.292897,-16.801528,171.356938,-10.638526,22.527761,45.281695,-3.591214,43.007161
2039-Nov-29 00:00:00.0000 TDB,2466121.50000,70.301827,-3.535858,172.531984,25.292935,-16.788455,171.383228,-10.640600,22.743638,45.759082,-3.591132,43.462785
2039-Nov-30 00:00:00.0000 TDB,2466122.50000,70.296547,-3.536030,172.557218,25.292985,-16.775259,171.409795,-10.642674,22.951514,46.240061,-3.591098,43.922826
2039-Dec-01 00:00:00.0000 TDB,2466123.50000,70.291209,-3.536197,172.582720,25.293045,-16.761945,171.436640,-10.644748,23.151365,46.724575,-3.591114,44.387229
2039-Dec-02 00:00:00.0000 TDB,2466124.50000,70.285820,-3.536358,172.608490,25.293113,-16.748518,171.463767,-10.646822,23.343151,47.212570,-3.591179,44.855942
2039-Dec-03 00:00:00.0000 TDB,2466125.50000,70.280382,-3.536514,172.634533,25.293184,-16.734983,171.491176,-10.648896,23.526818,47.703991,-3.591293,45.328914
2039-Dec-04 00:00:00.0000 TDB,2466126.50000,70.274903,-3.536664,172.660851,25.293256,-16.721344,171.518870,-10.650971,23.702297,48.198783,-3.591453,45.806093
2039-Dec-05 00:00:00.0000 TDB,2466127.50000,70.269388,-3.536808,172.687445,25.293324,-16.707606,171.546851,-10.653045,23.869509,48.696885,-3.591655,46.287424
2039-Dec-06 00:00:00.0000 TDB,2466128.50000,70.263841,-3.536946,172.714318,25.293384,-16.693774,171.575120,-10.655119,24.028364,49.198233,-3.591893,46.772849
2039-Dec-07 00:00:00.0000 TDB,2466129.50000,70.258267,-3.537079,172.741473,25.293434,-16.679853,171.603680,-10.657194,24.178762,49.702761,-3.592160,47.262309
2039-Dec-08 00:00:00.0000 TDB,2466130.50000,70.252669,-3.537206,172.768911,25.293474,-16.665847,171.632532,-10.659269,24.320588,50.210398,-3.592451,47.755741
2039-Dec-09 00:00:00.0000 TDB,2466131.50000,70.247046,-3.537327,172.796636,25.293503,-16.651762,171.661679,-10.661343,24.453717,50.721070,-3.592754,48.253081
2039-Dec-10 00:00:00.0000 TDB,2466132.50000,70.241398,-3.537442,172.824649,25.293526,-16.637602,171.691121,-10.663419,24.577998,51.234698,-3.593060,48.754262
2039-Dec-11 00:00:00.0000 TDB,2466133.50000,70.235720,-3.537551,172.852952,25.293547,-16.623373,171.720860,-10.665494,24.693257,51.751191,-3.593354,49.259204
2039-Dec-12 00:00:00.0000 TDB,2466134.50000,70.230009,-3.537655,172.881549,25.293574,-16.609081,171.750899,-10.667569,24.799288,52.270430,-3.593621,49.767805
2039-Dec-13 00:00:00.0000 TDB,2466135.50000,70.224256,-3.537752,172.910440,25.293614,-16.594730,171.781238,-10.669645,24.895857,52.792249,-3.593844,50.279919
2039-Dec-14 00:00:00.0000 TDB,2466136.50000,70.218459,-3.537843,172.939627,25.293674,-16.580326,171.811879,-10.671720,24.982718,53.316419,-3.594006,50.795338
2039-Dec-15 00:00:00.0000 TDB,2466137.50000,70.212619,-3.537928,172.969114,25.293754,-16.565874,171.842824,-10.673796,25.059643,53.842629,-3.594094,51.313769
2039-Dec-16 00:00:00.0000 TDB,2466138.50000,70.206742,-3.538007,172.998900,25.293849,-16.551381,171.874073,-10.675872,25.126459,54.370496,-3.594100,51.834845
2039-Dec-17 00:00:00.0000 TDB,2466139.50000,70.200842,-3.538080,173.028988,25.293948,-16.536853,171.905628,-10.677948,25.183082,54.899588,-3.594028,52.358141
2039-Dec-18 00:00:00.0000 TDB,2466140.50000,70.194931,-3.538146,173.059379,25.294040,-16.522294,171.937488,-10.680023,25.229532,55.429475,-3.593889,52.883223
2039-Dec-19 00:00:00.0000 TDB,2466141.50000,70.189021,-3.538206,173.090074,25.294115,-16.507712,171.969654,-10.682099,25.265916,55.959767,-3.593701,53.409692
2039-Dec-20 00:00:00.0000 TDB,2466142.50000,70.183118,-3.538260,173.121073,25.294171,-16.493112,172.002127,-10.684174,25.292397,56.490143,-3.593482,53.937211
2039-Dec-21 00:00:00.0000 TDB,2466143.50000,70.177219,-3.538308,173.152377,25.294209,-16.478499,172.034906,-10.686250,25.309160,57.020357,-3.593254,54.465514
2039-Dec-22 00:00:00.0000 TDB,2466144.50000,70.171323,-3.538349,173.183986,25.294236,-16.463879,172.067991,-10.688325,25.316380,57.550223,-3.593032,54.994397
2039-Dec-23 00:00:00.0000 TDB,2466145.50000,70.165423,-3.538384,173.215901,25.294259,-16.449258,172.101382,-10.690400,25.314211,58.079598,-3.592830,55.523701
2039-Dec-24 00:00:00.0000 TDB,2466146.50000,70.159515,-3.538412,173.248121,25.294283,-16.434640,172.135078,-10.692475,25.302784,58.608368,-3.592659,56.053296
2039-Dec-25 00:00:00.0000 TDB,2466147.50000,70.153596,-3.538435,173.280648,25.294314,-16.420032,172.169080,-10.694550,25.282204,59.136431,-3.592526,56.583068
2039-Dec-26 00:00:00.0000 TDB,2466148.50000,70.147665,-3.538451,173.313480,25.294354,-16.405439,172.203386,-10.696625,25.252558,59.663695,-3.592436,57.112914
2039-Dec-27 00:00:00.0000 TDB,2466149.50000,70.141722,-3.538461,173.346619,25.294405,-16.390865,172.237997,-10.698700,25.213922,60.190073,-3.592392,57.642737
2039-Dec-28 00:00:00.0000 TDB,2466150.50000,70.135771,-3.538464,173.380063,25.294466,-16.376316,172.272911,-10.700774,25.166355,60.715481,-3.592397,58.172444
2039-Dec-29 00:00:00.0000 TDB,2466151.50000,70.129813,-3.538461,173.413813,25.294536,-16.361797,172.308129,-10.702849,25.109909,61.239842,-3.592450,58.701949
2039-Dec-30 00:00:00.0000 TDB,2466152.50000,70.123856,-3.538452,173.447869,25.294609,-16.347313,172.343649,-10.704924,25.044621,61.763081,-3.592552,59.231171
2039-Dec-31 00:00:00.0000 TDB,2466153.50000,70.117904,-3.538437,173.482231,25.294684,-16.332870,172.379471,-10.706999,24.970518,62.285124,-3.592700,59.760031
2040-Jan-01 00:00:00.0000 TDB,2466154.50000,70.111964,-3.538416,173.516898,25.294755,-16.318472,172.415594,-10.709074,24.887613,62.805901,-3.592889,60.288454
2040-Jan-02 00:00:00.0000 TDB,2466155.50000,70.106040,-3.538388,173.551870,25.294819,-16.304124,172.452018,-10.711149,24.795906,63.325340,-3.593115,60.816363
2040-Jan-03 00:00:00.0000 TDB,2466156.50000,70.100138,-3.538355,173.587147,25.294872,-16.289832,172.488741,-10.713224,24.695383,63.843363,-3.593371,61.343679
2040-Jan-04 00:00:00.0000 TDB,2466157.50000,70.094260,-3.538315,173.622728,25.294915,-16.275600,172.525763,-10.715300,24.586017,64.359891,-3.593649,61.870322
2040-Jan-05 00:00:00.0000 TDB,2466158.50000,70.088408,-3.538269,173.658613,25.294946,-16.261434,172.563082,-10.717375,24.467767,64.874835,-3.593940,62.396203
2040-Jan-06 00:00:00.0000 TDB,2466159.50000,70.082580,-3.538217,173.694801,25.294970,-16.247339,172.600699,-10.719451,24.340577,65.388098,-3.594234,62.921227
2040-Jan-07 00:00:00.0000 TDB,2466160.50000,70.076774,-3.538158,173.731293,25.294991,-16.233320,172.638612,-10.721527,24.204375,65.899573,-3.594519,63.445290
2040-Jan-08 00:00:00.0000 TDB,2466161.50000,70.070985,-3.538094,173.768086,25.295014,-16.219382,172.676819,-10.723603,24.059071,66.409132,-3.594781,63.968268
2040-Jan-09 00:00:00.0000 TDB,2466162.50000,70.065208,-3.538024,173.805182,25.295046,-16.205531,172.715320,-10.725679,23.904555,66.916622,-3.595007,64.490014
2040-Jan-10 00:00:00.0000 TDB,2466163.50000,70.059440,-3.537947,173.842578,25.295095,-16.191772,172.754114,-10.727756,23.740701,67.421847,-3.595182,65.010342
2040-Jan-11 00:00:00.0000 TDB,2466164.50000,70.053677,-3.537865,173.880275,25.295162,-16.178110,172.793198,-10.729832,23.567383,67.924555,-3.595293,65.529010
2040-Jan-12 00:00:00.0000 TDB,2466165.50000,70.047925,-3.537776,173.918270,25.295247,-16.164551,172.832573,-10.731909,23.384496,68.424432,-3.595330,66.045709
2040-Jan-13 00:00:00.0000 TDB,2466166.50000,70.042193,-3.537682,173.956564,25.295341,-16.151101,172.872235,-10.733985,23.191987,68.921101,-3.595289,66.560066
2040-Jan-14 00:00:00.0000 TDB,2466167.50000,70.036493,-3.537581,173.995153,25.295434,-16.137764,172.912183,-10.736061,22.989887,69.414146,-3.595175,67.071662
2040-Jan-15 00:00:00.0000 TDB,2466168.50000,70.030838,-3.537475,174.034037,25.295515,-16.124547,172.952414,-10.738138,22.778327,69.903153,-3.595001,67.580070
2040-Jan-16 00:00:00.0000 TDB,2466169.50000,70.025238,-3.537362,174.073214,25.295576,-16.111455,172.992927,-10.740214,22.557524,70.387754,-3.594785,68.084903
2040-Jan-17 00:00:00.0000 TDB,2466170.50000,70.019695,-3.537244,174.112681,25.295617,-16.098493,173.033718,-10.742290,22.327754,70.867657,-3.594550,68.585841
2040-Jan-18 00:00:00.0000 TDB,2466171.50000,70.014206,-3.537120,174.152436,25.295642,-16.085666,173.074785,-10.744366,22.089308,71.342652,-3.594315,69.082648
2040-Jan-19 00:00:00.0000 TDB,2466172.50000,70.008765,-3.536990,174.192477,25.295659,-16.072979,173.116124,-10.746442,21.842466,71.812597,-3.594097,69.575155
2040-Jan-20 00:00:00.0000 TDB,2466173.50000,70.003366,-3.536854,174.232802,25.295676,-16.060437,173.157734,-10.748518,21.587477,72.277401,-3.593908,70.063247
2040-Jan-21 00:00:00.0000 TDB,2466174.50000,69.998005,-3.536713,174.273406,25.295698,-16.048045,173.199611,-10.750593,21.324552,72.737000,-3.593758,70.546838
2040-Jan-22 00:00:00.0000 TDB,2466175.50000,69.992681,-3.536566,174.314289,25.295729,-16.035807,173.241751,-10.752669,21.053874,73.191340,-3.593651,71.025855
2040-Jan-23 00:00:00.0000 TDB,2466176.50000,69.987393,-3.536413,174.355447,25.295770,-16.023727,173.284153,-10.754744,20.775602,73.640373,-3.593591,71.500233
2040-Jan-24 00:00:00.0000 TDB,2466177.50000,69.982142,-3.536255,174.396878,25.295822,-16.011810,173.326812,-10.756820,20.489880,74.084049,-3.593578,71.969909
2040-Jan-25 00:00:00.0000 TDB,2466178.50000,69.976933,-3.536092,174.438579,25.295882,-16.000061,173.369726,-10.758895,20.196838,74.522321,-3.593614,72.434820
2040-Jan-26 00:00:00.0000 TDB,2466179.50000,69.971770,-3.535923,174.480546,25.295947,-15.988482,173.412892,-10.760971,19.896600,74.955144,-3.593696,72.894909
2040-Jan-27 00:00:00.0000 TDB,2466180.50000,69.966658,-3.535749,174.522778,25.296013,-15.977080,173.456305,-10.763046,19.589278,75.382476,-3.593823,73.350120
2040-Jan-28 00:00:00.0000 TDB,2466181.50000,69.961602,-3.535570,174.565272,25.296077,-15.965856,173.499964,-10.765122,19.274973,75.804279,-3.593991,73.800406
2040-Jan-29 00:00:00.0000 TDB,2466182.50000,69.956609,-3.535385,174.608024,25.296133,-15.954817,173.543866,-10.767198,18.953775,76.220521,-3.594197,74.245725
2040-Jan-30 00:00:00.0000 TDB,2466183.50000,69.951681,-3.535196,174.651032,25.296180,-15.943964,173.588005,-10.769274,18.625757,76.631170,-3.594432,74.686035
2040-Jan-31 00:00:00.0000 TDB,2466184.50000,69.946824,-3.535001,174.694292,25.296216,-15.933303,173.632381,-10.771350,18.290972,77.036193,-3.594690,75.121296
2040-Feb-01 00:00:00.0000 TDB,2466185.50000,69.942037,-3.534802,174.737803,25.296240,-15.922838,173.676989,-10.773426,17.949458,77.435550,-3.594961,75.551464
2040-Feb-02 00:00:00.0000 TDB,2466186.50000,69.937320,-3.534598,174.781561,25.296254,-15.912571,173.721825,-10.775502,17.601233,77.829189,-3.595234,75.976484
2040-Feb-03 00:00:00.0000 TDB,2466187.50000,69.932670,-3.534389,174.825562,25.296265,-15.902508,173.766888,-10.777579,17.246299,78.217044,-3.595497,76.396286
2040-Feb-04 00:00:00.0000 TDB,2466188.50000,69.928081,-3.534176,174.869805,25.296276,-15.892651,173.812172,-10.779655,16.884644,78.599025,-3.595739,76.810781
2040-Feb-05 00:00:00.0000 TDB,2466189.50000,69.923551,-3.533957,174.914285,25.296294,-15.883006,173.857676,-10.781732,16.516244,78.975019,-3.595946,77.219858
2040-Feb-06 00:00:00.0000 TDB,2466190.50000,69.919073,-3.533734,174.959000,25.296326,-15.873575,173.903395,-10.783809,16.141071,79.344882,-3.596107,77.623372
2040-Feb-07 00:00:00.0000 TDB,2466191.50000,69.914646,-3.533507,175.003947,25.296374,-15.864363,173.949326,-10.785886,15.759095,79.708428,-3.596211,78.021141
2040-Feb-08 00:00:00.0000 TDB,2466192.50000,69.910271,-3.533275,175.049121,25.296439,-15.855373,173.995465,-10.787963,15.370300,80.065430,-3.596248,78.412940
2040-Feb-09 00:00:00.0000 TDB,2466193.50000,69.905954,-3.533039,175.094520,25.296516,-15.846610,174.041808,-10.790040,14.974700,80.415615,-3.596215,78.798492
2040-Feb-10 00:00:00.0000 TDB,2466194.50000,69.901705,-3.532798,175.140140,25.296596,-15.838077,174.088351,-10.792117,14.572360,80.758668,-3.596112,79.177480
2040-Feb-11 00:00:00.0000 TDB,2466195.50000,69.897536,-3.532553,175.185976,25.296670,-15.829778,174.135091,-10.794194,14.163417,81.094256,-3.595948,79.549560
2040-Feb-12 00:00:00.0000 TDB,2466196.50000,69.893457,-3.532304,175.232026,25.296727,-15.821718,174.182021,-10.796271,13.748090,81.422055,-3.595735,79.914389
2040-Feb-13 00:00:00.0000 TDB,2466197.50000,69.889473,-3.532051,175.278284,25.296765,-15.813899,174.229139,-10.798347,13.326670,81.741784,-3.595492,80.271664
2040-Feb-14 00:00:00.0000 TDB,2466198.50000,69.885584,-3.531793,175.324746,25.296784,-15.806326,174.276439,-10.800424,12.899499,82.053235,-3.595241,80.621147
2040-Feb-15 00:00:00.0000 TDB,2466199.50000,69.881785,-3.531532,175.371407,25.296791,-15.799000,174.323917,-10.802500,12.466935,82.356279,-3.595001,80.962679
2040-Feb-16 00:00:00.0000 TDB,2466200.50000,69.878069,-3.531267,175.418264,25.296795,-15.791926,174.371567,-10.804576,12.029317,82.650856,-3.594787,81.296172
2040-Feb-17 00:00:00.0000 TDB,2466201.50000,69.874428,-3.530998,175.465311,25.296802,-15.785106,174.419385,-10.806652,11.586953,82.936958,-3.594610,81.621590
2040-Feb-18 00:00:00.0000 TDB,2466202.50000,69.870860,-3.530726,175.512543,25.296818,-15.778543,174.467366,-10.808728,11.140110,83.214605,-3.594478,81.938930
2040-Feb-19 00:00:00.0000 TDB,2466203.50000,69.867363,-3.530450,175.559956,25.296845,-15.772239,174.515504,-10.810804,10.689017,83.483831,-3.594394,82.248205
2040-Feb-20 00:00:00.0000 TDB,2466204.50000,69.863938,-3.530170,175.607546,25.296882,-15.766197,174.563796,-10.812880,10.233878,83.744667,-3.594359,82.549431
2040-Feb-21 00:00:00.0000 TDB,2466205.50000,69.860587,-3.529888,175.655307,25.296928,-15.760419,174.612236,-10.814956,9.774873,83.997147,-3.594372,82.842623
2040-Feb-22 00:00:00.0000 TDB,2466206.50000,69.857314,-3.529602,175.703236,25.296980,-15.754907,174.660819,-10.817032,9.312172,84.241296,-3.594432,83.127795
2040-Feb-23 00:00:00.0000 TDB,2466207.50000,69.854124,-3.529313,175.751327,25.297035,-15.749663,174.709541,-10.819108,8.845935,84.477145,-3.594536,83.404960
2040-Feb-24 00:00:00.0000 TDB,2466208.50000,69.851021,-3.529021,175.799575,25.297088,-15.744689,174.758397,-10.821184,8.376313,84.704723,-3.594681,83.674137
2040-Feb-25 00:00:00.0000 TDB,2466209.50000,69.848010,-3.528726,175.847977,25.297136,-15.739988,174.807382,-10.823260,7.903447,84.924066,-3.594862,83.935351
2040-Feb-26 00:00:00.0000 TDB,2466210.50000,69.845095,-3.528428,175.896527,25.297175,-15.735561,174.856491,-10.825337,7.427462,85.135216,-3.595074,84.188631
2040-Feb-27 00:00:00.0000 TDB,2466211.50000,69.842279,-3.528128,175.945221,25.297202,-15.731409,174.905720,-10.827413,6.948468,85.338218,-3.595309,84.434013
2040-Feb-28 00:00:00.0000 TDB,2466212.50000,69.839563,-3.527825,175.994055,25.297218,-15.727535,174.955063,-10.829489,6.466550,85.533116,-3.595558,84.671535
2040-Feb-29 00:00:00.0000 TDB,2466213.50000,69.836946,-3.527520,176.043024,25.297223,-15.723940,175.004517,-10.831566,5.981770,85.719945,-3.595810,84.901228
2040-Mar-01 00:00:00.0000 TDB,2466214.50000,69.834424,-3.527212,176.092123,25.297223,-15.720626,175.054077,-10.833643,5.494164,85.898726,-3.596052,85.123109
2040-Mar-02 00:00:00.0000 TDB,2466215.50000,69.831993,-3.526902,176.141347,25.297222,-15.717594,175.103737,-10.835720,5.003751,86.069454,-3.596273,85.337171
2040-Mar-03 00:00:00.0000 TDB,2466216.50000,69.829647,-3.526590,176.190694,25.297228,-15.714847,175.153494,-10.837797,4.510535,86.232091,-3.596458,85.543379
2040-Mar-04 00:00:00.0000 TDB,2466217.50000,69.827379,-3.526275,176.240157,25.297246,-15.712385,175.203342,-10.839874,4.014518,86.386564,-3.596597,85.741661
2040-Mar-05 00:00:00.0000 TDB,2466218.50000,69.825187,-3.525959,176.289732,25.297280,-15.710210,175.253277,-10.841951,3.515708,86.532762,-3.596678,85.931905
2040-Mar-06 00:00:00.0000 TDB,2466219.50000,69.823072,-3.525640,176.339415,25.297330,-15.708324,175.303294,-10.844029,3.014132,86.670535,-3.596697,86.113964
2040-Mar-07 00:00:00.0000 TDB,2466220.50000,69.821038,-3.525320,176.389200,25.297392,-15.706729,175.353388,-10.846106,2.509847,86.799702,-3.596648,86.287652
2040-Mar-08 00:00:00.0000 TDB,2466221.50000,69.819091,-3.524998,176.439084,25.297460,-15.705426,175.403554,-10.848183,2.002949,86.920055,-3.596534,86.452757
2040-Mar-09 00:00:00.0000 TDB,2466222.50000,69.817242,-3.524674,176.489060,25.297525,-15.704416,175.453787,-10.850260,1.493588,87.031369,-3.596361,86.609045
2040-Mar-10 00:00:00.0000 TDB,2466223.50000,69.815500,-3.524349,176.539124,25.297578,-15.703701,175.504082,-10.852337,0.981973,87.133425,-3.596140,86.756280
2040-Mar-11 00:00:00.0000 TDB,2466224.50000,69.813870,-3.524022,176.589270,25.297613,-15.703282,175.554433,-10.854414,0.468370,87.226022,-3.595886,86.894244
2040-Mar-12 00:00:00.0000 TDB,2466225.50000,69.812354,-3.523693,176.639493,25.297630,-15.703160,175.604835,-10.856491,-0.046901,87.309009,-3.595618,87.022761
2040-Mar-13 00:00:00.0000 TDB,2466226.50000,69.810948,-3.523364,176.689788,25.297634,-15.703336,175.655281,-10.858567,-0.563489,87.382292,-3.595353,87.141710
2040-Mar-14 00:00:00.0000 TDB,2466227.50000,69.809646,-3.523033,176.740149,25.297630,-15.703811,175.705768,-10.860644,-1.081037,87.445847,-3.595110,87.251037
2040-Mar-15 00:00:00.0000 TDB,2466228.50000,69.808438,-3.522701,176.790570,25.297627,-15.704585,175.756288,-10.862720,-1.599201,87.499710,-3.594901,87.350753
2040-Mar-16 00:00:00.0000 TDB,2466229.50000,69.807320,-3.522368,176.841045,25.297632,-15.705659,175.806837,-10.864796,-2.117673,87.543962,-3.594736,87.440914
2040-Mar-17 00:00:00.0000 TDB,2466230.50000,69.806287,-3.522035,176.891570,25.297648,-15.707031,175.857408,-10.866872,-2.636183,87.578716,-3.594621,87.521609
2040-Mar-18 00:00:00.0000 TDB,2466231.50000,69.805339,-3.521700,176.942139,25.297676,-15.708704,175.907997,-10.868948,-3.154500,87.604092,-3.594556,87.592942
2040-Mar-19 00:00:00.0000 TDB,2466232.50000,69.804478,-3.521365,176.992747,25.297715,-15.710675,175.958597,-10.871025,-3.672422,87.620215,-3.594543,87.655019
2040-Mar-20 00:00:00.0000 TDB,2466233.50000,69.803706,-3.521030,177.043388,25.297761,-15.712946,176.009205,-10.873101,-4.189773,87.627203,-3.594578,87.707947
2040-Mar-21 00:00:00.0000 TDB,2466234.50000,69.803027,-3.520694,177.094056,25.297811,-15.715515,176.059814,-10.875177,-4.706391,87.625170,-3.594658,87.751826
2040-Mar-22 00:00:00.0000 TDB,2466235.50000,69.802444,-3.520358,177.144748,25.297861,-15.718382,176.110419,-10.877253,-5.222125,87.614226,-3.594779,87.786756
2040-Mar-23 00:00:00.0000 TDB,2466236.50000,69.801963,-3.520022,177.195457,25.297906,-15.721546,176.161015,-10.879329,-5.736833,87.594484,-3.594937,87.812836
2040-Mar-24 00:00:00.0000 TDB,2466237.50000,69.801585,-3.519686,177.246178,25.297944,-15.725008,176.211597,-10.881405,-6.250385,87.566058,-3.595126,87.830172
2040-Mar-25 00:00:00.0000 TDB,2466238.50000,69.801314,-3.519350,177.296908,25.297972,-15.728766,176.262160,-10.883482,-6.762663,87.529067,-3.595339,87.838873
2040-Mar-26 00:00:00.0000 TDB,2466239.50000,69.801151,-3.519014,177.347639,25.297988,-15.732819,176.312700,-10.885558,-7.273571,87.483636,-3.595568,87.839058
2040-Mar-27 00:00:00.0000 TDB,2466240.50000,69.801094,-3.518678,177.398368,25.297994,-15.737167,176.363211,-10.887635,-7.783036,87.429886,-3.595802,87.830843
2040-Mar-28 00:00:00.0000 TDB,2466241.50000,69.801140,-3.518343,177.449091,25.297993,-15.741809,176.413688,-10.889712,-8.291017,87.367934,-3.596030,87.814340
2040-Mar-29 00:00:00.0000 TDB,2466242.50000,69.801283,-3.518009,177.499801,25.297989,-15.746744,176.464128,-10.891789,-8.797500,87.297871,-3.596238,87.789642
2040-Mar-30 00:00:00.0000 TDB,2466243.50000,69.801516,-3.517674,177.550495,25.297991,-15.751971,176.514524,-10.893866,-9.302498,87.219757,-3.596411,87.756812
2040-Mar-31 00:00:00.0000 TDB,2466244.50000,69.801833,-3.517341,177.601167,25.298004,-15.757489,176.564873,-10.895943,-9.806034,87.133607,-3.596536,87.715868
2040-Apr-01 00:00:00.0000 TDB,2466245.50000,69.802228,-3.517008,177.651813,25.298034,-15.763298,176.615170,-10.898020,-10.308129,87.039388,-3.596603,87.666779
2040-Apr-02 00:00:00.0000 TDB,2466246.50000,69.802700,-3.516676,177.702429,25.298081,-15.769396,176.665411,-10.900097,-10.808780,86.937020,-3.596603,87.609469
2040-Apr-03 00:00:00.0000 TDB,2466247.50000,69.803253,-3.516345,177.753009,25.298142,-15.775782,176.715589,-10.902174,-11.307948,86.826384,-3.596535,87.543820
2040-Apr-04 00:00:00.0000 TDB,2466248.50000,69.803893,-3.516015,177.803549,25.298210,-15.782457,176.765702,-10.904252,-11.805545,86.707341,-3.596401,87.469686
2040-Apr-05 00:00:00.0000 TDB,2466249.50000,69.804628,-3.515686,177.854043,25.298276,-15.789419,176.815743,-10.906329,-12.301431,86.579747,-3.596208,87.386915
2040-Apr-06 00:00:00.0000 TDB,2466250.50000,69.805468,-3.515358,177.904488,25.298332,-15.796666,176.865708,-10.908406,-12.795415,86.443464,-3.595968,87.295356
2040-Apr-07 00:00:00.0000 TDB,2466251.50000,69.806416,-3.515031,177.954876,25.298372,-15.804198,176.915592,-10.910482,-13.287257,86.298381,-3.595695,87.194882
2040-Apr-08 00:00:00.0000 TDB,2466252.50000,69.807473,-3.514706,178.005204,25.298396,-15.812014,176.965389,-10.912559,-13.776681,86.144424,-3.595406,87.085396
2040-Apr-09 00:00:00.0000 TDB,2466253.50000,69.808638,-3.514382,178.055467,25.298405,-15.820111,177.015095,-10.914635,-14.263384,85.981563,-3.595118,86.966846
2040-Apr-10 00:00:00.0000 TDB,2466254.50000,69.809904,-3.514059,178.105658,25.298406,-15.828489,177.064705,-10.916712,-14.747052,85.809822,-3.594846,86.839231
2040-Apr-11 00:00:00.0000 TDB,2466255.50000,69.811262,-3.513738,178.155773,25.298405,-15.837145,177.114212,-10.918788,-15.227373,85.629276,-3.594605,86.702600
2040-Apr-12 00:00:00.0000 TDB,2466256.50000,69.812706,-3.513419,178.205806,25.298410,-15.846077,177.163613,-10.920864,-15.704057,85.440048,-3.594406,86.557052
2040-Apr-13 00:00:00.0000 TDB,2466257.50000,69.814229,-3.513102,178.255753,25.298425,-15.855284,177.212902,-10.922940,-16.176841,85.242293,-3.594255,86.402723
2040-Apr-14 00:00:00.0000 TDB,2466258.50000,69.815830,-3.512787,178.305608,25.298453,-15.864762,177.262075,-10.925015,-16.645500,85.036195,-3.594158,86.239774
2040-Apr-15 00:00:00.0000 TDB,2466259.50000,69.817508,-3.512474,178.355366,25.298493,-15.874510,177.311126,-10.927091,-17.109842,84.821942,-3.594113,86.068381
2040-Apr-16 00:00:00.0000 TDB,2466260.50000,69.819264,-3.512163,178.405023,25.298543,-15.884525,177.360051,-10.929167,-17.569706,84.599728,-3.594119,85.888720
2040-Apr-17 00:00:00.0000 TDB,2466261.50000,69.821103,-3.511854,178.454575,25.298597,-15.894804,177.408845,-10.931243,-18.024955,84.369739,-3.594173,85.700969
2040-Apr-18 00:00:00.0000 TDB,2466262.50000,69.823026,-3.511548,178.504015,25.298654,-15.905344,177.457504,-10.933319,-18.475473,84.132158,-3.594270,85.505297
2040-Apr-19 00:00:00.0000 TDB,2466263.50000,69.825038,-3.511244,178.553340,25.298707,-15.916144,177.506024,-10.935395,-18.921151,83.887159,-3.594405,85.301871
2040-Apr-20 00:00:00.0000 TDB,2466264.50000,69.827142,-3.510942,178.602545,25.298754,-15.927199,177.554401,-10.937471,-19.361895,83.634916,-3.594572,85.090857
2040-Apr-21 00:00:00.0000 TDB,2466265.50000,69.829339,-3.510644,178.651627,25.298792,-15.938508,177.602629,-10.939547,-19.797620,83.375603,-3.594764,84.872420
2040-Apr-22 00:00:00.0000 TDB,2466266.50000,69.831629,-3.510348,178.700580,25.298819,-15.950066,177.650706,-10.941623,-20.228256,83.109397,-3.594975,84.646732
2040-Apr-23 00:00:00.0000 TDB,2466267.50000,69.834013,-3.510055,178.749400,25.298835,-15.961872,177.698628,-10.943699,-20.653751,82.836478,-3.595195,84.413966
2040-Apr-24 00:00:00.0000 TDB,2466268.50000,69.836486,-3.509764,178.798085,25.298843,-15.973922,177.746389,-10.945776,-21.074082,82.557024,-3.595412,84.174298
2040-Apr-25 00:00:00.0000 TDB,2466269.50000,69.839044,-3.509477,178.846629,25.298847,-15.986214,177.793988,-10.947852,-21.489253,82.271203,-3.595614,83.927896
2040-Apr-26 00:00:00.0000 TDB,2466270.50000,69.841679,-3.509193,178.895028,25.298854,-15.998744,177.841419,-10.949929,-21.899305,81.979158,-3.595787,83.674907
2040-Apr-27 00:00:00.0000 TDB,2466271.50000,69.844382,-3.508911,178.943280,25.298870,-16.011509,177.888680,-10.952006,-22.304305,81.680995,-3.595914,83.415440
2040-Apr-28 00:00:00.0000 TDB,2466272.50000,69.847147,-3.508633,178.991380,25.298903,-16.024506,177.935768,-10.954083,-22.704334,81.376763,-3.595983,83.149553
2040-Apr-29 00:00:00.0000 TDB,2466273.50000,69.849970,-3.508359,179.039324,25.298955,-16.037733,177.982677,-10.956159,-23.099462,81.066449,-3.595983,82.877238
